Make,Model,Price,Year,Engine Size,Mileage,Fuel Type,Transmission,Color,Body Type,Wheel Drive,Doors,Seats,Engine Power,Top Speed,Acceleration,CO2 Rating,e_Fuel_Type,e_Model,e_Transmission,e_Color,e_Body_Type,e_Wheel_Drive
mercedes-benz,GLC Class,27500.0,2019,1950.0,20828.0,Diesel,Automatic,Black,SUV,4X4,5.0,5.0,192.0,134.0,7.9,140.0,0,30,1,9,13,1
mercedes-benz,A Class,16100.0,2018,1332.0,43715.0,Petrol,Automatic,White,Hatchback,4X2,5.0,5.0,161.0,140.0,8.0,123.0,6,5,1,80,7,0
mercedes-benz,C Class,16495.0,2017,2143.0,55161.0,Diesel,Automatic,Silver,Saloon,4X2,4.0,5.0,168.0,146.0,8.0,117.0,0,11,1,73,14,0
mercedes-benz,GLC Class,31500.0,2020,1950.0,26118.0,Diesel,Automatic,Black,SUV,4X4,5.0,5.0,241.0,144.0,6.5,181.0,0,30,1,9,13,1
mercedes-benz,A Class,19000.0,2019,1500.0,42761.0,Diesel,Semiauto,Grey,Hatchback,4X2,5.0,5.0,114.0,126.0,10.5,103.0,0,5,6,33,7,0
mercedes-benz,CLA Class,17690.0,2018,1600.0,42463.0,Petrol,Semiauto,White,Saloon,4X2,4.0,5.0,121.0,130.0,8.7,124.0,6,13,6,80,14,0
mercedes-benz,E Class,27995.0,2019,2000.0,22000.0,Diesel,Semiauto,Black,Convertible,4X2,2.0,4.0,192.0,147.0,7.7,139.0,0,24,6,9,3,0
mercedes-benz,E Class,15580.0,2015,3000.0,43337.0,Diesel,Semiauto,Grey,Convertible,4X2,2.0,4.0,255.0,155.0,6.5,146.0,0,24,6,33,3,0
mercedes-benz,SLC,17940.0,2016,2000.0,35180.0,Petrol,Semiauto,Red,Convertible,4X2,2.0,2.0,181.0,149.0,6.9,137.0,6,37,6,66,3,0
mercedes-benz,GLA Class,18630.0,2017,2100.0,37103.0,Diesel,Semiauto,Black,SUV,4X4,5.0,5.0,174.0,135.0,7.7,130.0,0,28,6,9,13,1
mercedes-benz,CLA Class,36980.0,2023,2000.0,463.0,Petrol,Semiauto,White,Coupe,4X4,4.0,5.0,302.0,152.0,4.9,184.0,6,13,6,80,4,1
mercedes-benz,GLC Class,22980.0,2018,2100.0,60197.0,Diesel,Semiauto,Silver,SUV,4X4,5.0,5.0,168.0,130.0,8.3,129.0,0,30,6,73,13,1
mercedes-benz,GLC Class,38905.0,2021,2000.0,19992.0,Hybrid,Semiauto,White,SUV,4X4,4.0,5.0,255.0,149.0,8.0,201.0,4,30,6,80,13,1
